,category,recipe-name,recipe-url,prep-time,cook-time,total-time,servings,calories,fat-g,carbs-g,protein-g,cholesterol-mg,sodium-mg,ingredients,num_steps
0,Shrimp Scampi,Absolutely The Best Shrimp Scampi,https://www.allrecipes.com/recipe/23194/absolutely-the-best-shrimp-scampi/,20 m,20 m,40 m,Original recipe yields 4 servings,500  cals,29.6 ,16,35.6 ,269 ,532 ,"1/2 cup all-purpose flour;1/4 teaspoon salt;1/2 teaspoon freshly ground black pepper;1/4 teaspoon cayenne pepper;1 1/2 pounds fresh shrimp, shelled and deveined without tails;1/2 cup olive oil;4 cloves garlic, minced;1 shallot, chopped;1/2 cup fresh parsley, minced;1/2 teaspoon dried oregano, crushed;2 tablespoons white wine;2 tablespoons brandy",5
1,Shrimp Scampi,Shrimp Scampi Lisa-Style,https://www.allrecipes.com/recipe/240802/shrimp-scampi-lisa-style/,15 m,25 m,40 m,Original recipe yields 8 servings,372  cals,27.8 ,5.9,21.6 ,208 ,674 ,"2 pounds raw shrimp, peeled;1/2 cup olive oil;1/2 cup bread crumbs;1/3 cup chopped fresh parsley;1 pinch garlic powder, or to taste;salt and ground white and red pepper to taste;1/2 cup melted butter;1/2 cup white wine;1/3 cup hot sauce (such as Louisiana®);1/2 cup grated Parmesan-Romano cheese, or to taste",5
2,Shrimp Scampi,Grilled Scampi,https://www.allrecipes.com/recipe/21321/grilled-scampi/,15 m,10 m,25 m,Original recipe yields 4 servings,154  cals,15.2 ,1,3.8 ,57 ,108 ,"10 large shrimp, heads off and unpeeled;1 tablespoon olive oil;3 cloves garlic, minced;4 tablespoons butter;1/2 teaspoon dried oregano",4
3,Shrimp Scampi,Shrimp Scampi ala Norelllaura,https://www.allrecipes.com/recipe/60631/shrimp-scampi-ala-norelllaura/,20 m,30 m,50 m,Original recipe yields 4 servings,494  cals,28.7 ,28.3,22.4 ,195 ,265 ,"1/3 cup extra virgin olive oil;3 cloves garlic, minced;1/4 cup diced red bell pepper;1 pinch red pepper flakes;1 pound peeled and deveined large shrimp;1 cup flour for dredging;1 tomato, diced;2 tablespoons fresh lemon juice;2/3 cup dry white wine;3 tablespoons butter;1 tablespoon chopped fresh parsley",1
4,Shrimp Scampi,My Special Shrimp Scampi Florentine,https://www.allrecipes.com/recipe/156232/my-special-shrimp-scampi-florentine/,30 m,10 m,40 m,Original recipe yields 4 servings,446  cals,38.1 ,5.6,21.5 ,216 ,384 ,"1/3 cup butter;1/3 cup olive oil;2 tablespoons prepared basil pesto (such as Classico ™);3 cloves garlic, minced;2 large plum tomatoes, seeded and diced;1/4 teaspoon red pepper flakes, or to taste;black pepper to taste;1 pound large shrimp, peeled and deveined;2 cups fresh spinach, rinsed and stemmed",2
5,Shrimp Scampi,Shrimp Scampi with Sun-Dried Tomatoes,https://www.allrecipes.com/recipe/240798/shrimp-scampi-with-sun-dried-tomatoes/,10 m,15 m,25 m,Original recipe yields 2 servings,743  cals,29.3 ,55.7,57.6 ,494 ,931 ,"1 1/2 cups rotini pasta;1/4 cup butter;20 cooked large shrimp, tails removed;4 cloves garlic, minced;1/4 cup dry white wine;1/4 cup fresh lemon juice;1 dash Worcestershire sauce;3 tablespoons chopped sun-dried tomatoes (packed in oil);2 tablespoons chopped fresh parsley;fresh ground black pepper to taste;sea salt to taste;2 tablespoons grated Parmesan cheese, or to taste (optional)",3
6,Shrimp Scampi,Scrumptious Shrimp Scampi Linguine,https://www.allrecipes.com/recipe/214600/scrumptious-shrimp-scampi-linguine/,30 m,30 m,1 h,Original recipe yields 6 servings,573  cals,19.6 ,58,38.1 ,283 ,673 ,"1 (16 ounce) package linguine pasta;2 tablespoons butter;1 1/2 tablespoons olive oil;1/2 cup chopped red bell pepper;1/2 cup chopped yellow bell pepper;6 cloves garlic, sliced;48 large shrimp - peeled, deveined, and tails removed;1/2 cup dry white wine (such as Chardonnay);1 teaspoon lemon juice;1/4 cup clam juice;2 tablespoons butter;1 1/2 tablespoons olive oil;2 tablespoons heavy cream;1 1/2 teaspoons crushed red pepper flakes, or to taste;3 tablespoons chopped fresh parsley;1 teaspoon sea salt",3
7,Shrimp Scampi,Spicy Shrimp and Tomato Scampi,https://www.allrecipes.com/recipe/218740/spicy-shrimp-and-tomato-scampi/,10 m,25 m,35 m,Original recipe yields 4 servings,470  cals,10 ,61.9,34.3 ,173 ,383 ,"4 cups penne pasta;5 teaspoons olive oil;4 cloves garlic, minced;1 medium onion, diced;1 (16 ounce) can diced tomatoes with green chilies, drained;1/2 lemon, juiced;1 pound uncooked medium shrimp, peeled and deveined;1/4 cup chopped fresh parsley;salt, to taste;ground black pepper, to taste;1 pinch crushed red pepper flakes, or to taste;grated Parmesan cheese, or to taste (optional)",2
8,Shrimp Scampi,Shrimp Scampi Bake,https://www.allrecipes.com/recipe/25874/shrimp-scampi-bake/,30 m,15 m,45 m,Original recipe yields 6 servings,420  cals,32.8 ,1.8,30 ,320 ,681 ,"1 cup butter;2 tablespoons prepared Dijon-style mustard;1 tablespoon fresh lemon juice;1 tablespoon chopped garlic;1 tablespoon chopped fresh parsley;2 pounds medium raw shrimp, shelled, deveined, with tails attached",4
9,Shrimp Scampi,Shrimp Scampi,https://www.allrecipes.com/recipe/19508/shrimp-scampi/,15 m,10 m,25 m,Original recipe yields 4 servings,606  cals,30.8 ,35.5,35.3 ,247 ,680 ,"1 (8 ounce) package angel hair pasta;1/2 cup butter;4 cloves minced garlic;1 pound shrimp, peeled and deveined;1 cup dry white wine;1/4 teaspoon ground black pepper;3/4 cup grated Parmesan cheese;1 tablespoon chopped fresh parsley",4
